,Rate_1-Month,Rate_3-Month,Rate_1-Year,Rate_2-Year,Rate_5-Year,Rate_10-Year
0,1.2177150265600019,1.3473031090355048,1.9356339085563787,2.064599785369781,2.3392094500970946,2.4778679145271805
1,1.205816895522747,1.354204250763137,1.9116289935109914,2.0422174627741985,2.313158661935639,2.437125687933455
2,1.2097829392018318,1.3611053924907695,2.0686744821634844,2.0481860821330207,2.324344311089711,2.447270338731893
3,1.2137489828809171,1.368006534218402,2.2257199708159776,2.054154701491843,2.3355299602437816,2.45741498953033
4,1.2177150265600019,1.3749076759460344,2.3827654594684704,2.0601233208506646,2.3467156093978536,2.467559640328768
5,1.2251183080942936,1.3749076759460344,2.38120513999052,2.0377409982550816,2.350689458439432,2.4705048615283145
6,1.2325215896285857,1.359133637711446,1.8876240784656033,2.005998795301347,2.334794062273119,2.468050510528693
7,1.2399248711628774,1.2999809943317397,1.8596183442459842,2.0047779413415876,2.328170980537156,2.4557787555305826
8,1.2473281526971691,1.4734954149122113,1.8636191634202153,1.9681523225488164,2.296821726986929,2.427308283934967
9,1.254731434231461,1.427487803394662,1.8622855570288053,1.9764269993871832,2.2999124984637116,2.4274719073349424
10,1.262134715765753,1.3814801918771127,1.8609519506373948,1.98470167622555,2.303003269940495,2.4276355307349164
11,1.2695379973000447,1.3354725803595637,1.8596183442459842,1.9929763530639169,2.306094041417278,2.4277991541348913
12,1.2769412788343366,1.3473031090355048,1.8836232592913722,1.991755499104158,2.303003269940495,2.436143947533606
13,1.2843445603686283,1.3749076759460344,1.9116289935109914,2.0047779413415876,2.3197817436716024,2.4439978707323964
14,1.2917478419029202,1.5563091156437998,1.9356339085563787,2.003557087381829,2.315366355847627,2.4439978707323964
15,1.2991511234372122,1.3985687332979166,1.9356339085563787,2.0194281888586962,2.321106360018795,2.451360923731263
16,1.3065544049715039,1.4603503830500544,1.9276322702079163,2.0206490428184556,2.3292012376960836,2.4628145617294988
17,1.3139576865057956,1.5221320328021917,1.9196306318594538,2.021869896778214,2.3372961153733725,2.474268199727735
18,1.3213609680400877,1.5839136825543294,1.9116289935109914,2.0230907507379734,2.345390993050661,2.485721837725971
19,1.3287642495743794,1.4458908480016817,1.9356339085563787,2.021869896778214,2.342300221573878,2.4886670589255178
20,1.334911617276961,1.4222297906497994,1.9236314510336852,2.0206490428184556,2.350689458439432,2.4862127079258953
21,1.3410589849795425,1.6075747399062117,1.9236314510336852,2.0027431847419894,2.3219894375835897,2.4734500827278607
22,1.3472063526821243,1.4458908480016817,1.8876240784656033,1.994197207023676,2.2910817228157607,2.4381074283333044
23,1.3533537203847061,1.4550923703051915,1.8956257168140658,1.995418060983435,2.296233008610399,2.4417071431327497
24,1.3595010880872875,1.4642938926087012,1.903627355162529,1.9966389149431942,2.3013842944050373,2.4453068579321955
25,1.3656484557898692,1.4734954149122113,1.9116289935109914,1.9978597689029534,2.306535580199675,2.4489065727316413
26,1.371795823492451,1.457721376677623,1.8836232592913722,1.967745371228897,2.2818094083854126,2.431235245534362
27,1.3779431911950326,1.449834357560329,1.8516167058975217,2.1061088200015887,2.2729786327374617,2.377730393742602
28,1.384090558897614,1.4734954149122113,1.8596183442459842,2.110992235840625,2.2818094083854126,2.382148225541922
29,1.3902379266001959,1.4734954149122113,1.9356339085563787,2.105294917361749,2.27871863690863,2.3865660573412417
30,1.3963852943027775,1.4734954149122113,1.9182970254680431,2.1103139836407587,2.2812206900088823,2.3903293955406624
31,1.4025326620053589,1.4734954149122113,1.9009601423797076,2.115333049919768,2.283722743109135,2.394092733740082
32,1.4086800297079407,1.4734954149122113,1.8836232592913722,2.1203521161987777,2.286224796209388,2.397856071939503
33,1.4148273974105223,1.4734954149122113,1.4515347884743905,2.0808778381665687,2.2456032282288123,2.346805571147365
34,1.4209747651131042,1.449834357560329,1.4355315117774652,2.087796010605203,2.254434003876764,2.3600590665453236
35,1.4271221328156856,1.4458908480016817,1.8836232592913722,2.0873890592852837,2.2517847711823786,2.3531868837463823
36,1.4332695005182672,1.4734954149122113,1.4635372459970846,2.1533151731122717,2.304327886287688,2.4130730481371594
37,1.439416868220849,1.4734954149122113,1.6289044385319786,2.168101071069353,2.315071996659362,2.4330351029340855
38,1.4455642359234304,1.4734954149122113,1.7942716310668732,2.182886969026435,2.325816107031036,2.4529971577310112
39,1.4517116036260123,1.4734954149122113,1.9596388236017668,2.197672866983517,2.33656021740271,2.472959212527937
40,1.4517116036260123,1.4734954149122113,1.9596388236017668,2.1919755485046415,2.33656021740271,2.469032250928541
41,1.4279153415515025,1.457721376677623,1.9116289935109914,2.13052589919677,2.276952481779039,2.409146086537764
42,1.404119079476993,1.4458908480016817,1.9116289935109914,2.1301189478768494,2.2866663349917853,2.4219087117357985
43,1.404119079476993,1.46166488623627,1.9116289935109914,2.1354093150358056,2.2959386494221343,2.431235245534362
44,1.4120511668351627,1.4656083957949169,1.9116289935109914,2.1405640317547876,2.2999124984637125,2.436471194333556
45,1.4199832541933328,1.4695519053535642,1.9116289935109914,2.145718748473771,2.3038863475052898,2.441707143132749
46,1.4279153415515025,1.4734954149122113,1.9116289935109914,2.1508734651927535,2.307860196546868,2.446943091931943
47,1.4258378901005533,1.4734954149122113,1.9116289935109914,2.150466513872834,2.333027907143529,2.469032250928541
48,1.423760438649604,1.449834357560329,1.8836232592913722,2.1211660188386166,2.3021201923756998,2.431235245534362
49,1.4216829871986545,1.4458908480016817,1.8596183442459842,2.0829125947661664,2.255317081441559,2.3954017209398812
50,1.4196055357477053,1.4458908480016817,1.8596183442459842,2.149652611232994,2.3334694459259264,2.459705717129977
51,1.4175280842967564,1.4458908480016817,1.8636191634202153,2.1360875672356716,2.32316687433665,2.4493974429315655
52,1.4154506328458072,1.4458908480016817,1.8676199825944473,2.122522523238349,2.3128643027473745,2.4390891687331524
53,1.413373181394858,1.4458908480016817,1.8716208017686784,2.108957479241026,2.302561731158098,2.4287808945347407
54,1.4112957299439084,1.4458908480016817,1.8716208017686784,2.108550527921107,2.296821726986929,2.419454360736177
55,1.4092182784929592,1.4261733002084462,1.8836232592913722,2.098783696243034,2.2557586202239563,2.377730393742602
56,1.40714082704201,1.4458908480016817,1.9116289935109914,2.0670414932892993,2.256200159006354,2.3914747593404857
57,1.4050633755910609,1.4458908480016817,1.8716208017686784,2.0959350370035965,2.2840171022974,2.4219087117357985
58,1.4029859241401115,1.4393183320706031,1.8716208017686784,2.1071940235213744,2.300795576028507,2.441543519732775
59,1.4009084726891623,1.4327458161395248,1.8716208017686784,2.1184530100391523,2.3175740497596142,2.4611783277297508
60,1.3988310212382131,1.4261733002084462,1.8716208017686784,2.12971199655693,2.334352523490722,2.480813135726727
61,1.396753569787264,1.4458908480016817,1.903627355162529,2.1700001772289785,2.3758571690360917,2.5191010113208305
62,1.3946761183363148,1.5326480582919175,1.9116289935109914,2.1293050452370106,2.322430976365988,2.45332440453096
63,1.3925986668853652,1.457721376677623,1.9236314510336852,2.1455830980337978,2.3387679113146973,2.4778679145271805
64,1.390521215434416,1.4734954149122113,1.9116289935109914,2.1101783332007855,2.313600200718036,2.4376165581333793
65,1.3884437639834668,1.4642938926087012,1.9116289935109914,2.116011302119634,2.313747380312169,2.4390891687331524
66,1.3863663125325176,1.4550923703051915,1.9116289935109914,2.1218442710384826,2.3138945599063017,2.440561779332926
67,1.3842888610815685,1.4458908480016817,1.9116289935109914,2.127677239957331,2.3140417395004342,2.442034389932699
68,1.382211409630619,1.4261733002084462,1.8876240784656033,2.0707040551685765,2.2478109221408005,2.366440379144341
69,1.3801339581796699,1.4222297906497994,1.8596183442459842,2.0519842944522706,2.245161689446415,2.362513417544946
70,1.3780565067287207,1.4222297906497994,1.8596183442459842,1.9889068398647203,2.1890862640819253,2.3094994359531102
71,1.3759790552777715,1.414342771532505,1.8596183442459842,2.0694832012088176,2.251343232399981,2.366440379144341
72,1.373901603826822,1.4169717779049364,1.8596183442459842,2.0537477501719232,2.237655530145656,2.355477611346029
73,1.3718241523758727,1.419600784277368,1.8596183442459842,2.0380122991350285,2.2239678278913324,2.3445148435477177
74,1.3697467009249236,1.4222297906497994,1.8596183442459842,2.0222768480981346,2.210280125637008,2.333552075749406
75,1.3676692494739744,1.4222297906497994,1.8596183442459842,2.01454477301966,2.1983585785122743,2.317844229351825
76,1.3655917980230254,1.3985687332979166,1.8356134292005961,2.032857582416046,2.217344746155369,2.3580955857456263
77,1.3635143465720758,1.3985687332979166,1.8356134292005961,1.9974528175830335,2.201449349989057,2.335515556549104
78,1.3614368951211266,1.4222297906497994,1.8356134292005961,1.9913485477842383,2.195709345817889,2.325207282350691
79,1.3593594436701775,1.4163145263118289,1.8276117908521337,1.9928407026239439,2.197769860135744,2.328643373750162
80,1.3572819922192283,1.410399261973858,1.8196101525036712,1.9943328574636494,2.1998303744535987,2.3320794651496333
81,1.3552045407682791,1.4044839976358872,1.8116085141552087,1.995825012303355,2.2018908887714543,2.335515556549104
82,1.3531270893173297,1.3985687332979166,1.8356134292005961,2.0121030651001424,2.2208770564145497,2.3531868837463823
83,1.3510496378663805,1.4222297906497994,1.8356134292005961,2.0300089231766085,2.2403047628400423,2.382148225541922
84,1.3489721864154314,1.4222297906497994,1.7635986840644327,1.9779191542268888,2.1899693416467207,2.3310977247497844
85,1.3468947349644822,1.4222297906497994,1.8116085141552087,1.999487574182632,2.2023324275538525,2.356132104945929
86,1.3448172835135326,1.4301168097670933,1.8196101525036712,2.0028788351819626,2.1983585785122743,2.3464783243474154
87,1.3427398320625834,1.4380038288843875,1.8276117908521337,2.0062700961812934,2.194384729470696,2.3368245437489024
88,1.3406623806116342,1.4458908480016817,1.8356134292005961,2.009661357180624,2.190410880429118,2.327170763150389
89,1.3287642495743794,1.449834357560329,1.8356134292005961,2.009254405860704,2.1802554884339744,2.317844229351825
90,1.30496798749987,1.3985687332979166,1.8116085141552087,1.9807678134663267,2.171424712786023,2.307535955153413
91,1.3099255420987264,1.3985687332979166,1.8116085141552087,1.980360862146407,2.177606255739589,2.3227529313510686
92,1.3148830966975824,1.4222297906497994,1.8116085141552087,1.9575715882309048,2.1537631614901205,2.303118123354093
93,1.3198406512964385,1.406455752415211,1.8116085141552087,1.9615054509901284,2.160091884037819,2.314080891152405
94,1.3247982058952945,1.3906817141806227,1.8116085141552087,1.9654393137493518,2.166420606585518,2.325043658950716
95,1.3297557604941508,1.3749076759460344,1.8116085141552087,1.9693731765085756,2.172749329133216,2.3360064267490284
96,1.334713315093007,1.3985687332979166,1.7876035991098207,1.9746635436675313,2.172749329133216,2.334042945949331
97,1.3396708696918633,1.3985687332979166,1.7716003224128958,1.9217598720779727,2.1391923816710015,2.2937915895555294
98,1.3446284242907192,1.3985687332979166,1.7876035991098207,1.9156556022791777,2.1263877569814724,2.2682663391594606
99,1.3495859788895754,1.4033009447682934,1.782002452265897,1.9196437252143905,2.127624065572186,2.2690517314793395
100,1.3545435334884315,1.4080331562386696,1.7764013054219727,1.9236318481496033,2.1288603741628984,2.2698371237992183
101,1.3595010880872878,1.4127653677090464,1.7708001585780493,1.9276199710848163,2.130096682753612,2.2706225161190976
102,1.364458642686144,1.4174975791794227,1.7651990117341256,1.9316080940200289,2.1313329913443244,2.2714079084389764
103,1.3694161972849999,1.4222297906497994,1.7595978648902013,1.9355962169552419,2.132569299935038,2.2721933007588553
104,1.3743737518838561,1.3985687332979166,1.8116085141552087,1.9823956187460052,2.179372410869179,2.327170763150389
105,1.3793313064827124,1.4222297906497994,1.7876035991098207,1.9404796327942782,2.145373924624567,2.2834833153571163
106,1.3842888610815685,1.4222297906497994,1.7876035991098207,1.9343753629954827,2.145373924624567,2.278574613357873
107,1.3892464156804247,1.4393183320706031,1.7956052374582832,1.9339684116755633,2.1484646961013496,2.2795563537577217
108,1.3942039702792806,1.4564068734914073,1.8036068758067463,1.9335614603556435,2.151555467578133,2.28053809415757
109,1.3991615248781368,1.4734954149122113,1.8116085141552087,1.933154509035724,2.154646239054916,2.281519834557419
110,1.404119079476993,1.5208175296159763,1.8356134292005961,1.9860581806252826,2.1930601131235035,2.3183350995517498
111,1.404119079476993,1.5444785869678586,1.8596183442459842,1.9567576855910656,2.1489062348837478,2.2834833153571163
112,1.4151358674744512,1.5444785869678586,3.068705906890428,1.9795469595065678,2.1519970063605305,2.301154642554396
113,1.4261526554719093,1.5444785869678586,1.8836232592913722,2.021055994138375,2.190410880429118,2.3310977247497844
114,1.4371694434693674,1.5457930901540744,1.8836232592913722,2.0168508304992048,2.1887919048936606,2.3317522183496835
115,1.4481862314668255,1.54710759334029,1.8836232592913722,2.012645666860035,2.1871729293582023,2.3324067119495826
116,1.4592030194642838,1.5484220965265059,1.8836232592913722,2.0084405032208648,2.1855539538227453,2.3330612055494817
117,1.4702198074617419,1.5563091156437998,1.8876240784656033,2.013730870379821,2.1855539538227453,2.324225541950842
118,1.4812365954592,1.5444785869678586,1.8596183442459842,1.9539090263516274,2.129036989675858,2.271702430558931
119,1.492253383456658,1.5484220965265059,1.8356134292005961,1.9229807260377318,2.100778507602414,2.2343962953646765
120,1.5032701714541161,1.5208175296159763,1.7635986840644327,1.9530951237117882,2.100778507602414,2.2304693337652814
121,1.4916053371038664,1.5030717366020643,1.775601141587127,1.9565406448871083,2.0960319656916404,2.229733028465395
122,1.4799405027536165,1.4853259435881525,1.7876035991098207,1.959986166062428,2.091285423780867,2.2289967231655083
123,1.4682756684033669,1.4675801505742407,1.7996060566325143,1.9634316872377482,2.086538881870093,2.228260417865622
124,1.4566108340531172,1.449834357560329,1.8116085141552087,1.9148416996393385,2.0817923399593194,2.2275241125657352
125,1.444945999702867,1.4458908480016817,1.7595978648902013,1.8892037664843981,2.0349892290251783,2.1651835971753353
126,1.4332811653526174,1.449834357560329,1.8116085141552087,1.973849641027692,2.0817923399593194,2.2211427999667177
127,1.4216163310023677,1.4734954149122113,1.8116085141552087,1.9307128011162058,2.0636892498810195,2.2015079919697413
128,1.4099514966521178,1.4642938926087012,1.8022732694153356,1.928406743636661,2.064572327445815,2.2034714727694387
129,1.3982866623018682,1.4550923703051915,1.7929380246754625,1.926100686157116,2.0654554050106095,2.205434953569137
130,1.3866218279516185,1.4458908480016817,1.7836027799355894,1.9237946286775711,2.066338482575405,2.207398434368834
131,1.3749569936013688,1.4458908480016817,1.7876035991098207,1.9058887706011054,2.0385215392843588,2.168619688574806
132,1.3632921592511191,1.4261733002084462,1.7635986840644327,1.8798438861262456,2.044261543455527,2.1858001455721605
133,1.351627324900869,1.4340603193257406,1.7355929498448133,1.825312409257008,1.9974584325213858,2.1430944381787373
134,1.3399624905506193,1.410399261973858,1.711588034799426,1.830602776415964,2.003198436692554,2.162238375975789
135,1.3282976562003694,1.397254230111701,1.711588034799426,1.8281610684964458,1.9958394569859286,2.1548753229769226
136,1.3166328218501198,1.3841091982495441,1.711588034799426,1.825719360576928,1.988480477279302,2.147512269978057
137,1.30496798749987,1.3709641663873873,1.711588034799426,1.8232776526574097,1.9811214975726767,2.1401492169791907
138,1.2772056817462756,1.3827946950633283,1.711588034799426,1.8049648432610241,1.9811214975726767,2.1337679043801736
