"Date","Price","Open","High","Low","Change %"
"09/17/2024","4.993","4.993","4.993","4.993","-0.89%"
"09/16/2024","5.038","5.038","5.038","5.038","0.36%"
"09/13/2024","5.020","5.035","5.035","5.020","-0.40%"
"09/12/2024","5.040","5.069","5.069","5.040","-0.63%"
"09/11/2024","5.072","5.072","5.072","5.072","0.22%"
"09/10/2024","5.061","5.061","5.061","5.061","-0.57%"
"09/09/2024","5.090","5.090","5.090","5.090","0.77%"
"09/06/2024","5.051","5.051","5.051","5.051","0.52%"
"09/05/2024","5.025","5.025","5.025","5.025","-0.65%"
"09/04/2024","5.058","5.058","5.058","5.058","0.20%"
"09/03/2024","5.048","5.061","5.061","5.048","-0.49%"
"09/02/2024","5.073","5.073","5.073","5.073","0.44%"
"08/30/2024","5.051","5.051","5.051","5.051","0.22%"
"08/29/2024","5.040","5.040","5.040","5.040","-0.08%"
"08/28/2024","5.044","5.044","5.044","5.044","-0.49%"
"08/27/2024","5.069","5.069","5.069","5.069","0.36%"
"08/23/2024","5.051","5.051","5.051","5.051","-0.36%"
"08/22/2024","5.069","5.069","5.069","5.069","0.22%"
"08/21/2024","5.058","5.058","5.058","5.058","0.20%"
"08/20/2024","5.048","5.048","5.048","5.048","-0.49%"
"08/19/2024","5.073","5.073","5.073","5.073","0.14%"
"08/16/2024","5.066","5.066","5.066","5.066","0.24%"
"08/15/2024","5.054","5.054","5.054","5.054","0.20%"
"08/14/2024","5.044","5.044","5.044","5.044","-0.08%"
"08/13/2024","5.048","5.048","5.048","5.048","-0.14%"
"08/12/2024","5.055","5.055","5.055","5.055","0.08%"
"08/09/2024","5.051","5.051","5.051","5.051","-0.06%"
"08/08/2024","5.054","5.054","5.054","5.054","-0.08%"
"08/07/2024","5.058","5.058","5.058","5.058","0.20%"
"08/06/2024","5.048","5.048","5.048","5.048","0.12%"
"08/05/2024","5.042","5.042","5.042","5.042","-0.53%"
"08/02/2024","5.069","5.069","5.069","5.069","1.64%"
"08/01/2024","4.987","5.115","5.115","4.987","-3.03%"
"07/31/2024","5.143","5.157","5.157","5.143","-0.25%"
"07/30/2024","5.156","5.169","5.169","5.156","-0.08%"
"07/29/2024","5.160","5.160","5.160","5.160","-0.54%"
"07/26/2024","5.188","5.188","5.188","5.188","-0.25%"
"07/25/2024","5.201","5.201","5.201","5.201","-0.78%"
"07/24/2024","5.242","5.242","5.242","5.242","0.08%"
"07/23/2024","5.238","5.238","5.238","5.238","-0.17%"
"07/22/2024","5.247","5.247","5.247","5.247","0.25%"
"07/19/2024","5.234","5.234","5.234","5.234","-0.23%"
"07/18/2024","5.246","5.246","5.246","5.246","-0.72%"
"07/17/2024","5.284","5.270","5.284","5.270","0.61%"
"07/16/2024","5.252","5.238","5.252","5.238","-0.57%"
"07/15/2024","5.282","5.282","5.282","5.282","0.04%"
"07/12/2024","5.280","5.280","5.280","5.280","-0.19%"
"07/11/2024","5.290","5.290","5.290","5.290","0.38%"
"07/10/2024","5.270","5.270","5.270","5.270","-0.17%"
"07/09/2024","5.279","5.279","5.279","5.279","-0.40%"
"07/08/2024","5.300","5.300","5.300","5.300","0.38%"
"07/05/2024","5.280","5.280","5.280","5.280","-0.19%"
"07/04/2024","5.290","5.304","5.304","5.290","-0.15%"
"07/03/2024","5.298","5.298","5.298","5.298","0.09%"
"07/02/2024","5.293","5.293","5.293","5.293","0.21%"
"07/01/2024","5.282","5.282","5.282","5.282","-0.26%"
"06/28/2024","5.296","5.296","5.296","5.296","-0.15%"
"06/27/2024","5.304","5.304","5.304","5.304","0.38%"
"06/26/2024","5.284","5.284","5.284","5.284","-0.17%"
"06/25/2024","5.293","5.293","5.293","5.293","0.21%"
"06/24/2024","5.282","5.282","5.282","5.282","-0.55%"
"06/21/2024","5.311","5.311","5.311","5.311","0.40%"
"06/20/2024","5.290","5.290","5.290","5.290","-0.15%"
"06/19/2024","5.298","5.298","5.298","5.298","0.36%"
"06/18/2024","5.279","5.279","5.279","5.279","0.27%"
"06/17/2024","5.265","5.265","5.265","5.265","-0.28%"
"06/14/2024","5.280","5.280","5.280","5.280","0.09%"
"06/13/2024","5.275","5.275","5.275","5.275","0.09%"
"06/12/2024","5.270","5.256","5.270","5.256","0.34%"
"06/11/2024","5.252","5.266","5.266","5.252","-0.91%"
"06/10/2024","5.300","5.300","5.300","5.300","0.95%"
"06/07/2024","5.250","5.250","5.250","5.250","-0.19%"
"06/06/2024","5.260","5.246","5.260","5.246","0.08%"
"06/05/2024","5.256","5.256","5.256","5.256","0.08%"
"06/04/2024","5.252","5.252","5.252","5.252","-0.25%"
"06/03/2024","5.265","5.265","5.265","5.265","-0.28%"
"05/31/2024","5.280","5.280","5.280","5.280","-0.45%"
"05/30/2024","5.304","5.304","5.304","5.304","0.11%"
"05/29/2024","5.298","5.298","5.298","5.298","0.15%"
"05/28/2024","5.290","5.290","5.290","5.290","-0.11%"
"05/24/2024","5.296","5.296","5.296","5.296","0.40%"
"05/23/2024","5.275","5.275","5.275","5.275","-0.17%"
"05/22/2024","5.284","5.284","5.284","5.284","0.34%"
"05/21/2024","5.266","5.266","5.266","5.266","0.02%"
"05/20/2024","5.265","5.265","5.265","5.265","0.00%"
"05/17/2024","5.265","5.265","5.265","5.265","-0.74%"
"05/16/2024","5.304","5.304","5.304","5.304","-0.17%"
"05/15/2024","5.313","5.298","5.313","5.298","0.89%"
"05/14/2024","5.266","5.266","5.266","5.266","0.02%"
"05/13/2024","5.265","5.265","5.265","5.265","-0.87%"
"05/10/2024","5.311","5.311","5.311","5.311","0.68%"
"05/09/2024","5.275","5.260","5.275","5.260","0.36%"
"05/08/2024","5.256","5.256","5.256","5.256","-0.17%"
"05/07/2024","5.265","5.265","5.265","5.265","0.36%"
"05/03/2024","5.246","5.260","5.260","5.246","-0.72%"
"05/02/2024","5.284","5.284","5.284","5.284","0.09%"
"05/01/2024","5.279","5.279","5.279","5.279","0.08%"
"04/30/2024","5.275","5.275","5.275","5.275","-0.47%"
"04/29/2024","5.300","5.300","5.300","5.300","0.08%"
"04/26/2024","5.296","5.296","5.296","5.296","0.11%"
"04/25/2024","5.290","5.290","5.290","5.290","-0.15%"
"04/24/2024","5.298","5.298","5.298","5.298","0.09%"
"04/23/2024","5.293","5.279","5.293","5.279","0.53%"
"04/22/2024","5.265","5.282","5.282","5.265","-0.28%"
"04/19/2024","5.280","5.280","5.280","5.280","0.09%"
"04/18/2024","5.275","5.275","5.275","5.275","0.09%"
"04/17/2024","5.270","5.270","5.270","5.270","0.08%"
"04/16/2024","5.266","5.266","5.266","5.266","0.13%"
"04/15/2024","5.259","5.259","5.259","5.259","-0.59%"
"04/12/2024","5.290","5.290","5.290","5.290","0.11%"
"04/11/2024","5.284","5.284","5.284","5.284","0.34%"
"04/10/2024","5.266","5.266","5.266","5.266","-0.66%"
"04/09/2024","5.301","5.301","5.301","5.301","0.02%"
"04/08/2024","5.300","5.300","5.300","5.300","-0.49%"
"04/05/2024","5.326","5.280","5.326","5.280","0.68%"
"04/04/2024","5.290","5.290","5.290","5.290","0.38%"
"04/03/2024","5.270","5.313","5.313","5.270","-0.72%"
"04/02/2024","5.308","5.308","5.308","5.308","0.34%"
"03/28/2024","5.290","5.290","5.290","5.290","0.11%"
"03/27/2024","5.284","5.284","5.284","5.284","0.34%"
"03/26/2024","5.266","5.266","5.266","5.266","0.36%"
"03/25/2024","5.247","5.247","5.247","5.247","0.25%"
"03/22/2024","5.234","5.234","5.234","5.234","0.06%"
"03/21/2024","5.231","5.231","5.231","5.231","-0.74%"
"03/20/2024","5.270","5.270","5.270","5.270","0.08%"
"03/19/2024","5.266","5.266","5.266","5.266","0.02%"
"03/18/2024","5.265","5.265","5.265","5.265","0.00%"
"03/15/2024","5.265","5.265","5.265","5.265","0.10%"
"03/14/2024","5.260","5.260","5.260","5.260","-0.19%"
"03/13/2024","5.270","5.270","5.270","5.270","0.08%"
"03/12/2024","5.266","5.266","5.266","5.266","0.13%"
"03/11/2024","5.259","5.259","5.259","5.259","-0.02%"
"03/08/2024","5.260","5.260","5.260","5.260","0.34%"
"03/07/2024","5.242","5.242","5.242","5.242","-0.19%"
"03/06/2024","5.252","5.252","5.252","5.252","-0.17%"
"03/05/2024","5.261","5.261","5.261","5.261","-0.40%"
"03/04/2024","5.282","5.282","5.282","5.282","0.61%"
"03/01/2024","5.250","5.250","5.250","5.250","0.08%"
"02/29/2024","5.246","5.246","5.246","5.246","0.08%"
"02/28/2024","5.242","5.242","5.242","5.242","0.08%"
"02/27/2024","5.238","5.238","5.238","5.238","-0.17%"
"02/26/2024","5.247","5.247","5.247","5.247","-0.06%"
"02/23/2024","5.250","5.250","5.250","5.250","-0.19%"
"02/22/2024","5.260","5.260","5.260","5.260","0.08%"
"02/21/2024","5.256","5.256","5.256","5.256","-0.19%"
"02/20/2024","5.266","5.266","5.266","5.266","0.36%"
"02/19/2024","5.247","5.247","5.247","5.247","0.25%"
"02/16/2024","5.234","5.234","5.234","5.234","-0.23%"
"02/15/2024","5.246","5.246","5.246","5.246","0.08%"
"02/14/2024","5.242","5.242","5.242","5.242","0.08%"
"02/13/2024","5.238","5.238","5.238","5.238","-0.17%"
"02/12/2024","5.247","5.247","5.247","5.247","0.25%"
"02/09/2024","5.234","5.234","5.234","5.234","-0.23%"
"02/08/2024","5.246","5.246","5.246","5.246","0.34%"
"02/07/2024","5.228","5.228","5.228","5.228","0.06%"
"02/06/2024","5.225","5.225","5.225","5.225","-0.10%"
"02/05/2024","5.230","5.230","5.230","5.230","-0.08%"
"02/02/2024","5.234","5.234","5.234","5.234","0.35%"
"02/01/2024","5.216","5.216","5.216","5.216","-0.50%"
"01/31/2024","5.242","5.242","5.242","5.242","0.33%"
"01/30/2024","5.225","5.225","5.225","5.225","-0.42%"
"01/29/2024","5.247","5.247","5.247","5.247","-0.34%"
"01/26/2024","5.265","5.265","5.265","5.265","0.10%"
"01/25/2024","5.260","5.260","5.260","5.260","0.08%"
"01/24/2024","5.256","5.256","5.256","5.256","-0.19%"
"01/23/2024","5.266","5.266","5.266","5.266","0.02%"
"01/22/2024","5.265","5.265","5.265","5.265","0.00%"
"01/19/2024","5.265","5.265","5.265","5.265","0.36%"
"01/18/2024","5.246","5.246","5.246","5.246","-0.46%"
"01/17/2024","5.270","5.270","5.270","5.270","0.08%"
"01/16/2024","5.266","5.266","5.266","5.266","0.02%"
"01/15/2024","5.265","5.265","5.265","5.265","0.00%"
"01/12/2024","5.265","5.265","5.265","5.265","-0.19%"
"01/11/2024","5.275","5.275","5.275","5.275","0.63%"
"01/10/2024","5.242","5.242","5.242","5.242","-0.70%"
"01/09/2024","5.279","5.266","5.279","5.266","0.53%"
"01/08/2024","5.251","5.251","5.251","5.251","-0.42%"
"01/05/2024","5.273","5.273","5.273","5.273","0.13%"
"01/04/2024","5.266","5.266","5.266","5.266","0.13%"
"01/03/2024","5.259","5.259","5.259","5.259","0.48%"
"01/02/2024","5.234","5.234","5.234","5.234","-1.58%"
"01/01/2024","5.318","5.318","5.318","5.318","1.60%"
"12/29/2023","5.234","5.234","5.234","5.234","-0.23%"
"12/28/2023","5.246","5.246","5.246","5.246","-0.61%"
"12/27/2023","5.278","5.278","5.278","5.278","0.36%"
"12/26/2023","5.259","5.265","5.265","5.259","0.00%"
"12/25/2023","5.259","5.265","5.265","5.259","-0.11%"
"12/22/2023","5.265","5.265","5.265","5.265","0.10%"
"12/21/2023","5.260","5.260","5.260","5.260","-0.19%"
"12/20/2023","5.270","5.270","5.270","5.270","0.08%"
"12/19/2023","5.266","5.266","5.266","5.266","0.02%"
"12/18/2023","5.265","5.265","5.265","5.265","0.29%"
"12/15/2023","5.250","5.250","5.250","5.250","-0.19%"
"12/14/2023","5.260","5.260","5.260","5.260","-0.19%"
"12/13/2023","5.270","5.270","5.270","5.270","0.08%"
"12/12/2023","5.266","5.266","5.266","5.266","0.13%"
"12/11/2023","5.259","5.259","5.259","5.259","-0.02%"
"12/08/2023","5.260","5.260","5.260","5.260","-0.19%"
"12/07/2023","5.270","5.270","5.270","5.270","0.61%"
"12/06/2023","5.238","5.238","5.238","5.238","-0.19%"
"12/05/2023","5.248","5.248","5.248","5.248","-1.02%"
"12/04/2023","5.302","5.302","5.302","5.302","-0.99%"
"12/01/2023","5.355","5.355","5.355","5.355","0.66%"
"11/30/2023","5.320","5.320","5.320","5.320","0.36%"
"11/29/2023","5.301","5.301","5.301","5.301","-0.13%"
"11/28/2023","5.308","5.308","5.308","5.308","0.15%"
"11/27/2023","5.300","5.300","5.300","5.300","-0.21%"
"11/24/2023","5.311","5.311","5.311","5.311","0.40%"
"11/23/2023","5.290","5.290","5.290","5.290","-0.43%"
"11/22/2023","5.313","5.313","5.313","5.313","-0.90%"
"11/21/2023","5.361","5.361","5.361","5.361","1.82%"
"11/20/2023","5.265","5.265","5.265","5.265","0.00%"
"11/17/2023","5.265","5.265","5.265","5.265","0.10%"
"11/16/2023","5.260","5.260","5.260","5.260","-0.19%"
"11/15/2023","5.270","5.270","5.270","5.270","0.08%"
"11/14/2023","5.266","5.266","5.266","5.266","0.02%"
"11/13/2023","5.265","5.265","5.265","5.265","0.00%"
"11/10/2023","5.265","5.265","5.265","5.265","0.10%"
"11/09/2023","5.260","5.290","5.290","5.260","-0.72%"
"11/08/2023","5.298","5.341","5.341","5.298","-0.67%"
"11/07/2023","5.334","5.334","5.334","5.334","-0.02%"
"11/06/2023","5.335","5.335","5.335","5.335","-0.13%"
"11/03/2023","5.342","5.342","5.342","5.342","0.72%"
"11/02/2023","5.304","5.319","5.319","5.304","-0.69%"
"11/01/2023","5.341","5.341","5.341","5.341","0.13%"
"10/31/2023","5.334","5.334","5.334","5.334","-1.62%"
"10/30/2023","5.422","5.422","5.422","5.422","-0.20%"
"10/27/2023","5.433","5.433","5.433","5.433","0.74%"
"10/26/2023","5.393","5.393","5.393","5.393","-0.07%"
"10/25/2023","5.397","5.397","5.397","5.397","0.17%"
"10/24/2023","5.388","5.388","5.388","5.388","0.99%"
"10/23/2023","5.335","5.335","5.335","5.335","-0.69%"
"10/20/2023","5.372","5.372","5.372","5.372","1.00%"
"10/19/2023","5.319","5.348","5.348","5.319","-0.93%"
"10/18/2023","5.369","5.369","5.369","5.369","0.15%"
"10/17/2023","5.361","5.361","5.361","5.361","0.83%"
"10/16/2023","5.317","5.317","5.317","5.317","0.70%"
"10/13/2023","5.280","5.280","5.280","5.280","-0.73%"
"10/12/2023","5.319","5.319","5.319","5.319","0.11%"
"10/11/2023","5.313","5.313","5.313","5.313","-0.13%"
"10/10/2023","5.320","5.334","5.334","5.320","-0.28%"
"10/09/2023","5.335","5.335","5.335","5.335","0.17%"
"10/06/2023","5.326","5.311","5.326","5.311","0.41%"
"10/05/2023","5.304","5.304","5.304","5.304","-0.17%"
"10/04/2023","5.313","5.313","5.313","5.313","-0.13%"
"10/03/2023","5.320","5.320","5.320","5.320","0.38%"
"10/02/2023","5.300","5.300","5.300","5.300","0.08%"
"09/29/2023","5.296","5.296","5.296","5.296","0.40%"
"09/28/2023","5.275","5.275","5.275","5.275","-0.17%"
"09/27/2023","5.284","5.284","5.284","5.284","-0.17%"
"09/26/2023","5.293","5.293","5.293","5.293","-0.45%"
"09/25/2023","5.317","5.317","5.317","5.317","-0.75%"
"09/22/2023","5.357","5.357","5.357","5.357","0.43%"
"09/21/2023","5.334","5.481","5.481","5.334","-1.95%"
"09/20/2023","5.440","5.411","5.454","5.411","-0.80%"
"09/19/2023","5.484","5.484","5.484","5.484","2.12%"
"09/18/2023","5.370","5.370","5.370","5.370","-0.04%"
"09/15/2023","5.372","5.372","5.372","5.372","-0.11%"
"09/14/2023","5.378","5.363","5.378","5.363","0.69%"
"09/13/2023","5.341","5.355","5.355","5.355","-0.11%"
"09/12/2023","5.347","5.347","5.347","5.347","-0.09%"
"09/11/2023","5.352","5.352","5.352","5.352","0.19%"
"09/08/2023","5.342","5.342","5.342","5.342","-0.11%"
"09/07/2023","5.348","5.348","5.348","5.348","-0.13%"
"09/06/2023","5.355","5.355","5.355","5.355","-0.37%"
"09/05/2023","5.375","5.375","5.375","5.375","0.75%"
"09/04/2023","5.335","5.335","5.335","5.335","0.74%"
"09/01/2023","5.296","5.296","5.296","5.296","-0.43%"
"08/31/2023","5.319","5.319","5.319","5.319","0.40%"
"08/30/2023","5.298","5.298","5.298","5.298","0.86%"
"08/29/2023","5.253","5.253","5.253","5.253","-2.05%"
"08/28/2023","5.363","5.250","5.372","5.250","-0.17%"
"08/25/2023","5.372","5.250","5.372","5.250","2.13%"
"08/24/2023","5.260","5.260","5.260","5.260","0.08%"
"08/23/2023","5.256","5.256","5.256","5.256","-0.19%"
"08/22/2023","5.266","5.266","5.266","5.266","0.36%"
"08/21/2023","5.247","5.247","5.247","5.247","-0.06%"
"08/18/2023","5.250","5.250","5.250","5.250","0.65%"
"08/17/2023","5.216","5.216","5.216","5.216","0.04%"
"08/16/2023","5.214","5.214","5.214","5.214","0.06%"
"08/15/2023","5.211","5.225","5.225","5.211","0.31%"
"08/14/2023","5.195","5.195","5.195","5.195","-0.46%"
"08/11/2023","5.219","5.219","5.219","5.219","0.06%"
"08/10/2023","5.216","5.216","5.216","5.216","0.04%"
"08/09/2023","5.214","5.214","5.214","5.214","0.06%"
"08/08/2023","5.211","5.211","5.211","5.211","-4.56%"
"08/07/2023","5.460","5.460","5.460","5.460","2.36%"
"08/04/2023","5.334","5.334","5.334","5.334","-0.13%"
"08/03/2023","5.341","5.411","5.411","5.341","-1.38%"
"08/02/2023","5.416","5.429","5.429","5.416","-2.19%"
"08/01/2023","5.537","5.498","5.537","5.498","0.82%"
"07/31/2023","5.492","5.492","5.492","5.492","1.37%"
"07/28/2023","5.418","5.418","5.418","5.418","-0.07%"
"07/27/2023","5.422","5.422","5.422","5.422","-0.33%"
"07/26/2023","5.440","5.426","5.426","5.426","0.44%"
"07/25/2023","5.416","5.198","5.416","5.198","3.56%"
"07/24/2023","5.230","5.230","5.230","5.230","0.21%"
"07/21/2023","5.219","5.204","5.219","5.204","0.35%"
"07/20/2023","5.201","5.201","5.201","5.201","1.13%"
"07/19/2023","5.143","5.199","5.199","5.143","-0.79%"
"07/18/2023","5.184","5.198","5.198","5.184","3.62%"
"07/17/2023","5.003","5.038","5.038","5.003","0.28%"
"07/14/2023","4.989","4.989","4.989","4.989","-0.42%"
"07/13/2023","5.010","5.010","5.010","5.010","-0.40%"
"07/12/2023","5.030","5.030","5.030","5.030","0.20%"
"07/11/2023","5.020","5.048","5.048","5.020","-0.36%"
"07/10/2023","5.038","5.038","5.038","5.038","-0.55%"
"07/07/2023","5.066","5.035","5.066","5.005","0.52%"
"07/06/2023","5.040","4.907","5.069","4.907","0.48%"
"07/05/2023","5.016","5.016","5.016","4.987","0.18%"
"07/04/2023","5.007","5.007","5.007","4.980","-0.62%"
"07/03/2023","5.038","4.985","5.055","4.968","0.98%"
"06/30/2023","4.989","5.035","5.035","4.989","0.16%"
"06/29/2023","4.981","4.981","5.010","4.937","-0.40%"
"06/28/2023","5.001","4.987","5.001","4.987","0.16%"
"06/27/2023","4.993","5.007","5.020","4.993","-1.91%"
"06/26/2023","5.090","5.247","5.247","5.090","-2.75%"
"06/23/2023","5.234","5.296","5.418","5.234","-0.23%"
"06/22/2023","5.246","4.672","5.260","4.658","12.19%"
"06/21/2023","4.676","4.931","4.945","4.662","-2.36%"
"06/20/2023","4.789","4.748","4.803","4.748","1.76%"
"06/19/2023","4.706","4.671","4.706","4.671","-0.82%"
"06/16/2023","4.745","4.729","4.745","4.714","-0.02%"
"06/15/2023","4.746","4.643","4.775","4.628","0.57%"
"06/14/2023","4.719","4.662","4.719","4.662","0.83%"
"06/13/2023","4.680","4.694","4.707","4.680","7.00%"
"06/12/2023","4.374","4.374","4.409","4.374","-1.44%"
"06/09/2023","4.438","4.209","4.438","4.209","5.97%"
"06/08/2023","4.188","4.188","4.217","4.188","-1.85%"
"06/07/2023","4.267","4.253","4.267","4.238","-2.89%"
"06/06/2023","4.394","4.435","4.435","4.394","0.87%"
"06/05/2023","4.356","4.496","4.496","4.356","-1.85%"
"06/02/2023","4.438","4.377","4.438","4.362","1.02%"
"06/01/2023","4.393","4.364","4.393","4.364","-0.66%"
"05/31/2023","4.422","4.422","4.450","4.394","-1.34%"
"05/30/2023","4.482","4.556","4.556","4.482","1.66%"
"05/29/2023","4.409","4.530","4.530","4.409","-1.01%"
"05/26/2023","4.454","4.530","4.530","4.454","-2.52%"
"05/25/2023","4.569","4.643","4.643","4.540","-2.89%"
"05/24/2023","4.705","4.705","4.733","4.705","3.25%"
"05/23/2023","4.557","4.530","4.557","4.530","1.76%"
"05/22/2023","4.478","4.478","4.478","4.478","0.20%"
"05/19/2023","4.469","4.454","4.469","4.454","0.38%"
"05/18/2023","4.452","4.349","4.452","4.349","2.65%"
"05/17/2023","4.337","4.337","4.337","4.337","0.25%"
"05/16/2023","4.326","4.340","4.340","4.326","-1.10%"
"05/15/2023","4.374","4.374","4.374","4.374","-0.07%"
"05/12/2023","4.377","4.377","4.377","4.377","-1.35%"
"05/11/2023","4.437","4.437","4.437","4.437","-0.60%"
"05/10/2023","4.464","4.450","4.464","4.450","0.07%"
"05/09/2023","4.461","4.304","4.461","4.304","9.47%"
"05/08/2023","4.075","4.075","4.075","4.075","-4.70%"
"05/05/2023","4.276","4.276","4.276","4.276","-1.41%"
"05/04/2023","4.337","4.337","4.337","4.337","-0.37%"
"05/03/2023","4.353","4.340","4.353","4.340","-0.02%"
"05/02/2023","4.354","4.335","4.354","4.335","1.73%"
"05/01/2023","4.280","4.270","4.286","4.270","-0.14%"
"04/28/2023","4.286","4.270","4.286","4.270","0.59%"
"04/27/2023","4.261","4.246","4.261","4.246","0.54%"
"04/26/2023","4.238","4.238","4.238","4.238","0.17%"
"04/25/2023","4.231","4.217","4.231","4.217","-1.70%"
"04/24/2023","4.304","4.286","4.304","4.286","1.89%"
"04/21/2023","4.224","4.224","4.224","4.224","0.52%"
"04/20/2023","4.202","4.202","4.202","4.202","-1.52%"
"04/19/2023","4.267","4.196","4.267","4.196","3.17%"
"04/18/2023","4.136","4.177","4.177","4.136","0.68%"
"04/17/2023","4.108","4.108","4.108","4.108","-0.51%"
"04/14/2023","4.129","4.129","4.129","4.129","0.10%"
"04/13/2023","4.125","4.140","4.140","4.125","-0.27%"
"04/12/2023","4.136","4.122","4.136","4.122","1.03%"
"04/11/2023","4.094","4.094","4.094","4.094","0.42%"
"04/10/2023","4.077","4.083","4.083","4.077","-0.60%"
"04/07/2023","4.102","4.102","4.102","4.102","0.45%"
"04/06/2023","4.083","4.083","4.083","4.083","0.37%"
"04/05/2023","4.068","4.068","4.068","4.068","0.02%"
"04/04/2023","4.067","4.067","4.067","4.067","-2.73%"
"04/03/2023","4.181","4.181","4.181","4.181","1.55%"
"03/31/2023","4.117","4.117","4.117","4.117","0.07%"
"03/30/2023","4.114","4.114","4.114","4.114","-0.27%"
"03/29/2023","4.125","4.125","4.125","4.125","0.07%"
"03/28/2023","4.122","4.122","4.122","4.122","0.68%"
"03/27/2023","4.094","4.094","4.094","4.094","-1.66%"
"03/24/2023","4.163","4.194","4.194","4.163","-0.24%"
"03/23/2023","4.173","4.173","4.173","4.173","-0.55%"
"03/22/2023","4.196","4.083","4.196","4.083","4.90%"
"03/21/2023","4.000","3.986","4.000","3.986","1.91%"
"03/20/2023","3.925","3.925","3.925","3.925","-3.92%"
"03/17/2023","4.085","4.070","4.085","4.070","0.39%"
"03/16/2023","4.069","4.069","4.069","4.069","-1.29%"
"03/15/2023","4.122","4.122","4.122","4.122","-0.24%"
"03/14/2023","4.132","4.093","4.132","4.093","2.23%"
"03/13/2023","4.042","4.042","4.042","4.042","0.40%"
"03/10/2023","4.026","4.041","4.041","4.026","-0.37%"
"03/09/2023","4.041","4.041","4.041","4.041","0.00%"
"03/08/2023","4.041","4.012","4.041","4.012","0.70%"
"03/07/2023","4.013","4.027","4.027","4.013","1.49%"
"03/06/2023","3.954","3.920","3.954","3.920","0.89%"
"03/03/2023","3.919","3.919","3.919","3.919","-0.10%"
"03/02/2023","3.923","3.938","3.938","3.923","-1.18%"
"03/01/2023","3.970","3.956","3.970","3.942","0.28%"
"02/28/2023","3.959","3.932","3.959","3.932","0.99%"
"02/27/2023","3.920","3.902","3.920","3.902","0.82%"
"02/24/2023","3.888","3.888","3.888","3.888","-1.27%"
"02/23/2023","3.938","3.938","3.938","3.938","-0.10%"
"02/22/2023","3.942","3.942","3.942","3.942","-0.08%"
"02/21/2023","3.945","3.945","3.945","3.945","1.10%"
"02/20/2023","3.902","3.902","3.902","3.902","1.14%"
"02/17/2023","3.858","3.858","3.858","3.858","0.60%"
"02/16/2023","3.835","3.835","3.835","3.835","1.29%"
"02/15/2023","3.786","3.786","3.786","3.786","-1.46%"
"02/14/2023","3.842","3.842","3.842","3.842","2.59%"
"02/13/2023","3.745","3.745","3.745","3.745","3.03%"
"02/10/2023","3.635","3.635","3.635","3.635","-0.11%"
"02/09/2023","3.639","3.639","3.639","3.639","0.22%"
"02/08/2023","3.631","3.631","3.631","3.631","0.33%"
"02/07/2023","3.619","3.619","3.619","3.619","-3.36%"
"02/06/2023","3.745","3.745","3.745","3.745","1.08%"
"02/03/2023","3.705","3.705","3.705","3.705","5.05%"
"02/02/2023","3.527","3.527","3.527","3.527","0.66%"
"02/01/2023","3.504","3.504","3.504","3.504","0.20%"
"01/31/2023","3.497","3.497","3.497","3.497","-5.74%"
"01/30/2023","3.710","3.710","3.710","3.710","3.57%"
"01/27/2023","3.582","3.582","3.582","3.582","0.31%"
"01/26/2023","3.571","3.571","3.571","3.571","-3.17%"
"01/25/2023","3.688","3.688","3.688","3.688","0.38%"
