"Date","Price","Open","High","Low","Change %"
"08/11/2023","5.0110","4.9400","5.0190","4.8920","2.54%"
"08/10/2023","4.8870","4.9470","4.9700","4.8380","-0.59%"
"08/09/2023","4.9160","4.9340","4.9620","4.8990","0.82%"
"08/08/2023","4.8760","4.8880","4.9220","4.8360","-1.26%"
"08/07/2023","4.9380","4.9010","4.9940","4.9010","-0.23%"
"08/06/2023","4.9495","4.9495","4.9495","4.9495","1.28%"
"08/05/2023","4.8870","4.9355","4.9355","4.8870","0.45%"
"08/04/2023","4.8650","4.9720","5.0040","4.8000","-1.92%"
"08/03/2023","4.9600","5.0340","5.0440","4.8450","-0.66%"
"08/02/2023","4.9930","5.0310","5.0550","4.9610","-1.21%"
"08/01/2023","5.0540","4.9660","5.0600","4.9620","1.51%"
"07/31/2023","4.9790","5.0040","5.0160","4.9440","-0.87%"
"07/30/2023","5.0225","5.0225","5.0225","5.0225","-0.23%"
"07/29/2023","5.0340","5.0340","5.0340","5.0340","1.17%"
"07/28/2023","4.9760","5.0930","5.1010","4.9290","-0.88%"
"07/27/2023","5.0200","4.9970","5.0580","4.9440","-0.08%"
"07/26/2023","5.0240","4.9620","5.0410","4.9280","1.27%"
"07/25/2023","4.9610","4.9540","4.9970","4.9110","0.61%"
"07/24/2023","4.9310","4.9370","4.9460","4.8090","-1.10%"
"07/23/2023","4.9860","4.9860","4.9860","4.9860","-0.14%"
"07/22/2023","4.9930","4.9930","4.9930","4.9930","1.28%"
"07/21/2023","4.9300","4.9590","5.0110","4.9110","-0.90%"
"07/20/2023","4.9750","4.8510","4.9850","4.7280","1.55%"
"07/19/2023","4.8990","4.9950","5.0020","4.8000","-3.68%"
"07/18/2023","5.0860","5.1270","5.1380","5.0750","-1.34%"
"07/17/2023","5.1550","5.1900","5.2160","5.0430","-1.48%"
"07/16/2023","5.2325","5.2325","5.2325","5.2325","-0.35%"
"07/15/2023","5.2510","5.2510","5.2510","5.2510","1.04%"
"07/14/2023","5.1970","5.1600","5.2010","5.0660","1.23%"
"07/13/2023","5.1340","5.1920","5.2010","5.0420","-1.63%"
"07/12/2023","5.2190","5.3770","5.4070","5.2140","-3.69%"
"07/11/2023","5.4190","5.3190","5.4230","5.2560","0.99%"
"07/10/2023","5.3660","5.3950","5.4460","5.2510","-1.45%"
"07/09/2023","5.4450","5.4395","5.4450","5.4395","0.08%"
"07/08/2023","5.4405","5.4405","5.4405","5.4405","1.14%"
"07/07/2023","5.3790","5.4780","5.4910","5.3430","-2.32%"
"07/06/2023","5.5070","5.4060","5.5600","5.3950","2.27%"
"07/05/2023","5.3850","5.3270","5.3850","5.2620","1.30%"
"07/04/2023","5.3160","5.3470","5.3690","5.2760","-0.52%"
"07/03/2023","5.3440","5.2680","5.4060","5.2470","0.18%"
"07/02/2023","5.3345","5.3345","5.3345","5.3345","0.11%"
"07/01/2023","5.3285","5.3135","5.3285","5.3135","1.24%"
"06/30/2023","5.2630","5.2350","5.3220","5.2330","0.86%"
"06/29/2023","5.2180","5.1620","5.2690","5.1480","1.64%"
"06/28/2023","5.1340","5.2590","5.3080","5.0030","-2.27%"
"06/27/2023","5.2530","5.1550","5.2730","5.1420","2.14%"
"06/26/2023","5.1430","5.1730","5.1810","5.1040","-1.30%"
"06/25/2023","5.2110","5.2110","5.2110","5.2110","-0.49%"
"06/24/2023","5.2365","5.2385","5.2385","5.2365","1.17%"
"06/23/2023","5.1760","5.0660","5.1860","4.9370","2.07%"
"06/22/2023","5.0710","5.0410","5.1090","4.9700","0.56%"
"06/21/2023","5.0430","5.0510","5.1230","4.9320","2.00%"
"06/20/2023","4.9440","5.0650","5.0880","4.9250","-2.73%"
"06/19/2023","5.0830","4.9160","5.0850","4.9120","1.94%"
"06/18/2023","4.9865","4.9865","4.9865","4.9865","0.09%"
