"Date","Price","Open","High","Low","Change %"
"11/28/2018","0.707","0.707","0.707","0.707","0.00%"
"11/27/2018","0.707","0.707","0.707","0.707","-4.46%"
"11/26/2018","0.740","0.740","0.740","0.740","-2.25%"
"11/23/2018","0.757","0.757","0.757","0.757","0.13%"
"11/22/2018","0.756","0.756","0.756","0.756","-0.53%"
"11/21/2018","0.760","0.760","0.760","0.760","-0.52%"
"11/20/2018","0.764","0.764","0.764","0.764","3.24%"
"11/19/2018","0.740","0.740","0.740","0.740","-1.07%"
"11/16/2018","0.748","0.748","0.748","0.748","-0.53%"
"11/15/2018","0.752","0.752","0.752","0.752","0.53%"
"11/14/2018","0.748","0.748","0.748","0.748","-0.53%"
"11/13/2018","0.752","0.752","0.752","0.752","-1.31%"
"11/12/2018","0.762","0.762","0.762","0.762","-0.39%"
"11/09/2018","0.765","0.765","0.765","0.765","0.00%"
"11/08/2018","0.765","0.765","0.765","0.765","-0.44%"
"11/07/2018","0.768","0.768","0.768","0.768","0.58%"
"11/06/2018","0.764","0.764","0.764","0.764","0.51%"
"11/05/2018","0.760","0.747","0.760","0.747","4.54%"
"11/02/2018","0.727","0.727","0.727","0.727","1.11%"
"11/01/2018","0.719","0.719","0.719","0.719","0.56%"
"10/31/2018","0.715","0.715","0.715","0.715","0.85%"
"10/30/2018","0.709","0.709","0.709","0.709","0.57%"
"10/29/2018","0.705","0.705","0.705","0.705","-0.70%"
"10/26/2018","0.710","0.710","0.710","0.710","-0.14%"
"10/25/2018","0.711","0.711","0.711","0.711","0.00%"
"10/24/2018","0.711","0.711","0.711","0.711","0.00%"
"10/23/2018","0.711","0.711","0.711","0.711","0.28%"
"10/22/2018","0.709","0.709","0.709","0.709","-0.70%"
"10/19/2018","0.714","0.714","0.714","0.714","-0.70%"
"10/18/2018","0.719","0.719","0.719","0.719","-1.10%"
"10/17/2018","0.727","0.727","0.727","0.727","-0.55%"
"10/16/2018","0.731","0.731","0.731","0.731","0.55%"
"10/15/2018","0.727","0.727","0.727","0.727","-0.55%"
"10/12/2018","0.731","0.731","0.731","0.731","0.00%"
"10/11/2018","0.731","0.731","0.731","0.731","0.00%"
"10/10/2018","0.731","0.731","0.731","0.731","0.00%"
"10/09/2018","0.731","0.731","0.731","0.731","1.11%"
"10/08/2018","0.723","0.723","0.723","0.723","0.00%"
"10/05/2018","0.723","0.723","0.723","0.723","0.00%"
"10/04/2018","0.723","0.723","0.723","0.723","-0.55%"
"10/03/2018","0.727","0.727","0.727","0.727","0.00%"
"10/02/2018","0.727","0.727","0.727","0.727","0.14%"
"10/01/2018","0.726","0.726","0.726","0.726","-0.68%"
"09/28/2018","0.731","0.731","0.731","0.731","0.00%"
"09/27/2018","0.731","0.731","0.731","0.731","-0.68%"
"09/26/2018","0.736","0.736","0.736","0.736","0.00%"
"09/25/2018","0.736","0.736","0.736","0.736","-0.54%"
"09/24/2018","0.740","0.740","0.740","0.740","-1.07%"
"09/21/2018","0.748","0.748","0.748","0.748","-1.06%"
"09/20/2018","0.756","0.756","0.756","0.756","0.00%"
"09/19/2018","0.756","0.756","0.756","0.756","0.00%"
"09/18/2018","0.756","0.756","0.756","0.756","1.61%"
"09/17/2018","0.744","0.744","0.744","0.744","-0.53%"
"09/14/2018","0.748","0.748","0.748","0.748","0.54%"
"09/13/2018","0.744","0.744","0.744","0.744","-0.53%"
"09/12/2018","0.748","0.748","0.748","0.748","0.00%"
"09/11/2018","0.748","0.748","0.748","0.748","2.33%"
"09/10/2018","0.731","0.731","0.731","0.731","-0.54%"
"09/07/2018","0.735","0.735","0.735","0.735","0.00%"
"09/06/2018","0.735","0.735","0.735","0.735","0.00%"
"09/05/2018","0.735","0.735","0.735","0.735","-0.54%"
"09/04/2018","0.739","0.739","0.739","0.739","0.41%"
"09/03/2018","0.736","0.736","0.736","0.736","-1.08%"
"08/31/2018","0.744","0.744","0.744","0.744","-0.53%"
"08/30/2018","0.748","0.748","0.748","0.748","-0.53%"
"08/29/2018","0.752","0.752","0.752","0.752","0.40%"
"08/28/2018","0.749","0.749","0.749","0.749","1.22%"
"08/27/2018","0.740","0.740","0.740","0.740","-1.07%"
"08/24/2018","0.748","0.748","0.748","0.748","0.00%"
"08/23/2018","0.748","0.748","0.748","0.748","-0.53%"
"08/22/2018","0.752","0.752","0.752","0.752","0.00%"
"08/21/2018","0.752","0.752","0.752","0.752","9.30%"
"08/20/2018","0.688","0.688","0.688","0.688","-1.43%"
"08/17/2018","0.698","0.698","0.698","0.698","0.58%"
"08/16/2018","0.694","0.694","0.694","0.694","-0.57%"
"08/15/2018","0.698","0.698","0.698","0.698","-1.27%"
"08/14/2018","0.707","0.707","0.707","0.707","-0.98%"
"08/13/2018","0.714","0.714","0.714","0.714","2.29%"
"08/10/2018","0.698","0.698","0.698","0.698","0.00%"
"08/09/2018","0.698","0.698","0.698","0.698","-0.57%"
"08/08/2018","0.702","0.702","0.702","0.702","-0.71%"
"08/07/2018","0.707","0.707","0.707","0.707","0.28%"
"08/06/2018","0.705","0.705","0.705","0.705","-0.14%"
"08/03/2018","0.706","0.706","0.706","0.706","0.57%"
"08/02/2018","0.702","0.702","0.702","0.702","0.00%"
"08/01/2018","0.702","0.702","0.702","0.702","0.43%"
"07/31/2018","0.699","0.699","0.699","0.699","6.39%"
"07/30/2018","0.657","0.657","0.657","0.657","-0.45%"
"07/27/2018","0.660","0.660","0.660","0.660","0.00%"
"07/26/2018","0.660","0.660","0.660","0.660","1.07%"
"07/25/2018","0.653","0.653","0.653","0.653","0.46%"
"07/24/2018","0.650","0.650","0.650","0.650","-0.46%"
"07/23/2018","0.653","0.653","0.653","0.653","-1.66%"
"07/20/2018","0.664","0.664","0.664","0.664","0.61%"
"07/19/2018","0.660","0.660","0.660","0.660","-1.49%"
"07/18/2018","0.670","0.670","0.670","0.670","0.00%"
"07/17/2018","0.670","0.670","0.670","0.670","5.51%"
"07/16/2018","0.635","0.635","0.635","0.635","-0.63%"
"07/13/2018","0.639","0.639","0.639","0.639","-0.78%"
"07/12/2018","0.644","0.644","0.644","0.644","-0.16%"
"07/11/2018","0.645","0.645","0.645","0.645","-0.15%"
"07/10/2018","0.646","0.646","0.646","0.646","4.53%"
"07/09/2018","0.618","0.618","0.618","0.618","-0.64%"
"07/06/2018","0.622","0.622","0.622","0.622","1.14%"
"07/05/2018","0.615","0.615","0.615","0.615","6.22%"
"07/04/2018","0.579","0.579","0.579","0.579","0.35%"
"07/03/2018","0.577","0.577","0.577","0.577","0.52%"
"07/02/2018","0.574","0.574","0.574","0.574","-1.03%"
"06/29/2018","0.580","0.525","0.580","0.525","10.90%"
"06/28/2018","0.523","0.523","0.523","0.523","-0.57%"
"06/27/2018","0.526","0.526","0.526","0.526","-1.13%"
"06/26/2018","0.532","0.532","0.532","0.532","1.14%"
"06/25/2018","0.526","0.526","0.526","0.526","1.74%"
"06/22/2018","0.517","0.517","0.517","0.517","5.51%"
"06/21/2018","0.490","0.490","0.490","0.490","-0.61%"
"06/20/2018","0.493","0.493","0.493","0.493","-0.40%"
"06/19/2018","0.495","0.495","0.495","0.495","-1.00%"
"06/18/2018","0.500","0.502","0.502","0.502","-1.57%"
"06/15/2018","0.508","0.508","0.508","0.508","0.20%"
"06/14/2018","0.507","0.507","0.507","0.507","-1.17%"
"06/13/2018","0.513","0.513","0.513","0.513","0.20%"
"06/12/2018","0.512","0.512","0.512","0.512","12.04%"
"06/11/2018","0.457","0.457","0.457","0.457","-2.77%"
"06/08/2018","0.470","0.470","0.470","0.470","0.21%"
"06/07/2018","0.469","0.469","0.469","0.469","-0.64%"
"06/06/2018","0.472","0.472","0.472","0.472","0.21%"
"06/05/2018","0.471","0.471","0.471","0.471","2.39%"
"06/04/2018","0.460","0.451","0.460","0.451","1.55%"
"06/01/2018","0.453","0.453","0.453","0.453","1.34%"
"05/31/2018","0.447","0.447","0.447","0.447","-1.76%"
"05/30/2018","0.455","0.455","0.455","0.455","-1.52%"
"05/29/2018","0.462","0.462","0.462","0.462","5.00%"
"05/28/2018","0.440","0.440","0.440","0.440","4.76%"
"05/25/2018","0.420","0.420","0.420","0.420","-1.87%"
"05/24/2018","0.428","0.428","0.428","0.428","-0.70%"
"05/23/2018","0.431","0.431","0.431","0.431","-0.69%"
"05/22/2018","0.434","0.434","0.434","0.434","0.70%"
"05/21/2018","0.431","0.431","0.438","0.431","-1.37%"
"05/20/2018","0.437","0.437","0.437","0.437","0.00%"
"05/18/2018","0.437","0.437","0.437","0.437","-1.58%"
"05/17/2018","0.444","0.444","0.444","0.444","-3.48%"
"05/16/2018","0.460","0.460","0.460","0.460","-2.34%"
"05/15/2018","0.471","0.471","0.471","0.471","1.29%"
"05/14/2018","0.465","0.465","0.465","0.465","-2.11%"
"05/11/2018","0.475","0.475","0.475","0.475","-1.45%"
"05/10/2018","0.482","0.482","0.482","0.482","1.26%"
"05/09/2018","0.476","0.476","0.476","0.476","-0.63%"
"05/08/2018","0.479","0.479","0.479","0.479","7.64%"
"05/07/2018","0.445","0.445","0.445","0.445","-6.32%"
"05/04/2018","0.475","0.475","0.475","0.475","-3.06%"
"05/03/2018","0.490","0.490","0.490","0.490","-2.20%"
"05/02/2018","0.501","0.501","0.501","0.501","-2.15%"
"05/01/2018","0.512","0.512","0.512","0.512","3.23%"
"04/30/2018","0.496","0.496","0.496","0.496","-2.36%"
"04/27/2018","0.508","0.525","0.525","0.525","-11.96%"
"04/26/2018","0.577","0.577","0.577","0.577","0.35%"
"04/25/2018","0.575","0.575","0.575","0.575","-1.03%"
"04/24/2018","0.581","0.581","0.581","0.581","13.26%"
"04/23/2018","0.513","0.513","0.513","0.513","-2.29%"
"04/20/2018","0.525","0.525","0.525","0.525","-5.75%"
"04/19/2018","0.557","0.557","0.557","0.557","-1.07%"
"04/18/2018","0.563","0.563","0.563","0.563","-1.05%"
"04/17/2018","0.569","0.560","0.560","0.560","1.43%"
"04/16/2018","0.561","0.561","0.561","0.561","11.31%"
"04/13/2018","0.504","0.504","0.504","0.504","0.40%"
"04/12/2018","0.502","0.502","0.502","0.502","-0.59%"
"04/11/2018","0.505","0.505","0.505","0.505","-0.59%"
"04/10/2018","0.508","0.508","0.508","0.508","3.25%"
"04/09/2018","0.492","0.470","0.492","0.470","2.71%"
"04/06/2018","0.479","0.479","0.479","0.479","1.27%"
"04/05/2018","0.473","0.473","0.473","0.473","-1.46%"
"04/04/2018","0.480","0.480","0.480","0.480","12.41%"
"04/03/2018","0.427","0.427","0.427","0.427","0.00%"
"03/30/2018","0.427","0.427","0.427","0.427","-4.69%"
"03/29/2018","0.448","0.448","0.448","0.448","1.13%"
"03/28/2018","0.443","0.443","0.443","0.443","3.02%"
"03/27/2018","0.430","0.430","0.430","0.430","4.12%"
"03/26/2018","0.413","0.413","0.413","0.413","-1.67%"
"03/23/2018","0.420","0.420","0.420","0.420","3.19%"
"03/22/2018","0.407","0.407","0.407","0.407","2.26%"
"03/21/2018","0.398","0.398","0.398","0.398","2.05%"
"03/20/2018","0.390","0.390","0.390","0.390","4.28%"
"03/19/2018","0.374","0.374","0.374","0.374","-1.06%"
"03/16/2018","0.378","0.382","0.382","0.378","-1.05%"
"03/15/2018","0.382","0.382","0.382","0.382","0.00%"
"03/14/2018","0.382","0.382","0.382","0.382","0.00%"
"03/13/2018","0.382","0.382","0.382","0.382","5.82%"
"03/12/2018","0.361","0.361","0.361","0.361","-1.10%"
"03/09/2018","0.365","0.365","0.365","0.365","-6.41%"
"03/08/2018","0.390","0.390","0.390","0.390","0.00%"
"03/07/2018","0.390","0.390","0.390","0.390","1.04%"
"03/06/2018","0.386","0.386","0.386","0.386","18.04%"
"03/05/2018","0.327","0.327","0.327","0.327","-1.51%"
"03/02/2018","0.332","0.332","0.332","0.332","-8.03%"
"03/01/2018","0.361","0.361","0.361","0.361","0.00%"
"02/28/2018","0.361","0.361","0.361","0.361","0.00%"
"02/27/2018","0.361","0.361","0.361","0.361","9.06%"
"02/26/2018","0.331","0.331","0.331","0.331","1.22%"
"02/23/2018","0.327","0.327","0.327","0.327","2.19%"
"02/22/2018","0.320","0.320","0.320","0.320","-8.31%"
"02/21/2018","0.349","0.349","0.349","0.349","0.00%"
"02/20/2018","0.349","0.349","0.349","0.349","7.06%"
"02/19/2018","0.326","0.326","0.326","0.326","-1.81%"
"02/18/2018","0.332","0.332","0.332","0.332","0.00%"
"02/16/2018","0.332","0.332","0.332","0.332","0.00%"
"02/15/2018","0.332","0.332","0.332","0.332","1.22%"
"02/14/2018","0.328","0.328","0.328","0.328","0.92%"
"02/13/2018","0.325","0.325","0.325","0.325","5.18%"
"02/12/2018","0.309","0.309","0.309","0.309","0.65%"
"02/09/2018","0.307","0.307","0.307","0.307","-2.85%"
"02/08/2018","0.316","0.316","0.316","0.316","-8.41%"
"02/07/2018","0.345","0.345","0.345","0.345","1.17%"
"02/06/2018","0.341","0.341","0.341","0.341","8.95%"
"02/05/2018","0.313","0.313","0.313","0.313","0.64%"
"02/02/2018","0.311","0.311","0.311","0.311","0.00%"
"02/01/2018","0.311","0.311","0.311","0.311","-0.32%"
"01/31/2018","0.312","0.312","0.312","0.312","-1.58%"
"01/30/2018","0.317","0.317","0.317","0.317","4.28%"
"01/29/2018","0.304","0.304","0.304","0.304","-7.03%"
"01/26/2018","0.327","0.327","0.327","0.327","-0.30%"
"01/25/2018","0.328","0.328","0.328","0.328","2.50%"
"01/24/2018","0.320","0.320","0.320","0.320","-0.31%"
"01/23/2018","0.321","0.321","0.321","0.321","-19.75%"
